date,value,Variable
2015-06-10,4468.005,Réserve Fédérale
2015-06-17,4487.817,Réserve Fédérale
2015-06-24,4495.055,Réserve Fédérale
2015-07-01,4479.13,Réserve Fédérale
2015-07-08,4481.289,Réserve Fédérale
2015-07-15,4493.605,Réserve Fédérale
2015-07-22,4500.503,Réserve Fédérale
2015-07-29,4485.48,Réserve Fédérale
2015-08-05,4486.329,Réserve Fédérale
2015-08-12,4489.25,Réserve Fédérale
2015-08-19,4487.208,Réserve Fédérale
2015-08-26,4475.105,Réserve Fédérale
2015-09-02,4475.886,Réserve Fédérale
2015-09-09,4478.213,Réserve Fédérale
2015-09-16,4487.809,Réserve Fédérale
2015-09-23,4497.484,Réserve Fédérale
2015-09-30,4484.111,Réserve Fédérale
2015-10-07,4486.185,Réserve Fédérale
2015-10-14,4504.704,Réserve Fédérale
2015-10-21,4501.372,Réserve Fédérale
2015-10-28,4489.339,Réserve Fédérale
2015-11-04,4489.702,Réserve Fédérale
2015-11-11,4492.012,Réserve Fédérale
2015-11-18,4486.721,Réserve Fédérale
2015-11-25,4477.088,Réserve Fédérale
2015-12-02,4478.069,Réserve Fédérale
2015-12-09,4480.436,Réserve Fédérale
2015-12-16,4489.593,Réserve Fédérale
2015-12-23,4496.523,Réserve Fédérale
2015-12-30,4486.587,Réserve Fédérale
2016-01-06,4486.606,Réserve Fédérale
2016-01-13,4501.695,Réserve Fédérale
2016-01-20,4488.84,Réserve Fédérale
2016-01-27,4482.349,Réserve Fédérale
2016-02-03,4483.495,Réserve Fédérale
2016-02-10,4486.278,Réserve Fédérale
2016-02-17,4483.629,Réserve Fédérale
2016-02-24,4489.796,Réserve Fédérale
2016-03-02,4478.485,Réserve Fédérale
2016-03-09,4481.083,Réserve Fédérale
2016-03-16,4486.333,Réserve Fédérale
2016-03-23,4492.857,Réserve Fédérale
2016-03-30,4482.84,Réserve Fédérale
2016-04-06,4484.069,Réserve Fédérale
2016-04-13,4499.729,Réserve Fédérale
2016-04-20,4490.131,Réserve Fédérale
2016-04-27,4474.665,Réserve Fédérale
2016-05-04,4477.27,Réserve Fédérale
2016-05-11,4478.411,Réserve Fédérale
2016-05-18,4473.741,Réserve Fédérale
2016-05-25,4461.111,Réserve Fédérale
2016-06-01,4461.393,Réserve Fédérale
2016-06-08,4463.542,Réserve Fédérale
2016-06-15,4472.817,Réserve Fédérale
2016-06-22,4482.009,Réserve Fédérale
2016-06-29,4466.482,Réserve Fédérale
2016-07-06,4470.605,Réserve Fédérale
2016-07-13,4472.202,Réserve Fédérale
2016-07-20,4480.973,Réserve Fédérale
2016-07-27,4464.498,Réserve Fédérale
2016-08-03,4466.793,Réserve Fédérale
2016-08-10,4468.929,Réserve Fédérale
2016-08-17,4466.476,Réserve Fédérale
2016-08-24,4473.84,Réserve Fédérale
2016-08-31,4457.907,Réserve Fédérale
2016-09-07,4459.394,Réserve Fédérale
2016-09-14,4481.635,Réserve Fédérale
2016-09-21,4473.032,Réserve Fédérale
2016-09-28,4452.002,Réserve Fédérale
2016-10-05,4459.407,Réserve Fédérale
2016-10-12,4457.698,Réserve Fédérale
2016-10-19,4467.382,Réserve Fédérale
2016-10-26,4454.326,Réserve Fédérale
2016-11-02,4453.087,Réserve Fédérale
2016-11-09,4455.087,Réserve Fédérale
2016-11-16,4453.633,Réserve Fédérale
2016-11-23,4465.782,Réserve Fédérale
2016-11-30,4446.307,Réserve Fédérale
2016-12-07,4448.618,Réserve Fédérale
2016-12-14,4470.973,Réserve Fédérale
2016-12-21,4469.089,Réserve Fédérale
2016-12-28,4451.451,Réserve Fédérale
2017-01-04,4453.101,Réserve Fédérale
2017-01-11,4452.509,Réserve Fédérale
2017-01-18,4460.758,Réserve Fédérale
2017-01-25,4452.838,Réserve Fédérale
2017-02-01,4453.881,Réserve Fédérale
2017-02-08,4456.236,Réserve Fédérale
2017-02-15,4454.676,Réserve Fédérale
2017-02-22,4468.702,Réserve Fédérale
2017-03-01,4458.018,Réserve Fédérale
2017-03-08,4459.84,Réserve Fédérale
2017-03-15,4469.577,Réserve Fédérale
2017-03-22,4478.236,Réserve Fédérale
2017-03-29,4469.618,Réserve Fédérale
2017-04-05,4474.634,Réserve Fédérale
2017-04-12,4484.492,Réserve Fédérale
2017-04-19,4479.27,Réserve Fédérale
2017-04-26,4470.142,Réserve Fédérale
2017-05-03,4471.246,Réserve Fédérale
2017-05-10,4473.459,Réserve Fédérale
2017-05-17,4467.108,Réserve Fédérale
2017-05-24,4470.852,Réserve Fédérale
2017-05-31,4459.914,Réserve Fédérale
2017-06-07,4462.443,Réserve Fédérale
2017-06-14,4476.269,Réserve Fédérale
2017-06-21,4474.257,Réserve Fédérale
2017-06-28,4463.347,Réserve Fédérale
2017-07-05,4467.272,Réserve Fédérale
2017-07-12,4466.702,Réserve Fédérale
2017-07-19,4476.903,Réserve Fédérale
2017-07-26,4465.284,Réserve Fédérale
2017-08-02,4466.846,Réserve Fédérale
2017-08-09,4469.083,Réserve Fédérale
2017-08-16,4462.871,Réserve Fédérale
2017-08-23,4463.837,Réserve Fédérale
2017-08-30,4452.36,Réserve Fédérale
2017-09-06,4453.474,Réserve Fédérale
2017-09-13,4471.174,Réserve Fédérale
2017-09-20,4458.576,Réserve Fédérale
2017-09-27,4455.661,Réserve Fédérale
2017-10-04,4460.422,Réserve Fédérale
2017-10-11,4459.415,Réserve Fédérale
2017-10-18,4469.723,Réserve Fédérale
2017-10-25,4461.117,Réserve Fédérale
2017-11-01,4455.887,Réserve Fédérale
2017-11-08,4458.552,Réserve Fédérale
2017-11-15,4448.289,Réserve Fédérale
2017-11-22,4450.615,Réserve Fédérale
2017-11-29,4438.592,Réserve Fédérale
2017-12-06,4437.148,Réserve Fédérale
2017-12-13,4452.726,Réserve Fédérale
2017-12-20,4447.47,Réserve Fédérale
2017-12-27,4448.68,Réserve Fédérale
2018-01-03,4443.718,Réserve Fédérale
2018-01-10,4446.062,Réserve Fédérale
2018-01-17,4439.145,Réserve Fédérale
2018-01-24,4441.317,Réserve Fédérale
2018-01-31,4419.225,Réserve Fédérale
2018-02-07,4420.745,Réserve Fédérale
2018-02-14,4434.863,Réserve Fédérale
2018-02-21,4411.66,Réserve Fédérale
2018-02-28,4393.401,Réserve Fédérale
2018-03-07,4396.097,Réserve Fédérale
2018-03-14,4407.258,Réserve Fédérale
2018-03-21,4401.222,Réserve Fédérale
